* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
8510.010, 96.960, -130.416
8510.376, 96.963, -130.423
8510.742, 96.967, -130.426
8511.108, 96.972, -130.428
8511.475, 96.977, -130.433
8511.841, 96.983, -130.447
8512.207, 96.987, -130.467
8512.573, 96.990, -130.488
8512.939, 96.991, -130.500
8513.306, 96.992, -130.500
8513.672, 96.995, -130.490
8514.038, 96.999, -130.478
8514.404, 97.005, -130.475
8514.771, 97.011, -130.483
8515.137, 97.016, -130.500
8515.503, 97.020, -130.517
8515.869, 97.024, -130.530
8516.235, 97.027, -130.540
8516.602, 97.031, -130.548
8516.968, 97.035, -130.559
8517.334, 97.039, -130.569
8517.700, 97.042, -130.576
8518.066, 97.046, -130.579
8518.433, 97.051, -130.582
8518.799, 97.057, -130.591
8519.165, 97.063, -130.609
8519.531, 97.068, -130.634
8519.897, 97.071, -130.657
8520.264, 97.073, -130.672
8520.630, 97.076, -130.677
8520.996, 97.079, -130.678
8521.362, 97.084, -130.680
8521.729, 97.089, -130.687
8522.095, 97.093, -130.697
8522.461, 97.097, -130.708
8522.827, 97.101, -130.717
8523.193, 97.104, -130.723
8523.560, 97.108, -130.726
8523.926, 97.112, -130.728
8524.292, 97.117, -130.728
8524.658, 97.122, -130.729
8525.024, 97.127, -130.733
8525.391, 97.133, -130.743
8525.757, 97.137, -130.758
8526.123, 97.141, -130.774
8526.489, 97.144, -130.783
8526.855, 97.147, -130.784
8527.222, 97.151, -130.779
8527.588, 97.157, -130.779
8527.954, 97.163, -130.789
8528.320, 97.169, -130.810
8528.687, 97.172, -130.834
8529.053, 97.175, -130.851
8529.419, 97.177, -130.857
8529.785, 97.180, -130.853
8530.151, 97.185, -130.849
8530.518, 97.191, -130.854
8530.884, 97.197, -130.869
8531.250, 97.202, -130.891
8531.616, 97.205, -130.912
8531.982, 97.207, -130.926
8532.349, 97.210, -130.931
8532.715, 97.214, -130.931
8533.081, 97.218, -130.933
8533.447, 97.224, -130.941
8533.813, 97.229, -130.955
8534.180, 97.233, -130.971
8534.546, 97.237, -130.987
8534.912, 97.240, -130.998
8535.278, 97.243, -131.006
8535.645, 97.247, -131.014
8536.011, 97.251, -131.023
8536.377, 97.255, -131.031
8536.743, 97.259, -131.037
8537.109, 97.263, -131.040
8537.476, 97.268, -131.043
8537.842, 97.274, -131.051
8538.208, 97.280, -131.067
8538.574, 97.285, -131.092
8538.940, 97.289, -131.117
8539.307, 97.292, -131.136
8539.673, 97.294, -131.145
8540.039, 97.298, -131.148
8540.405, 97.303, -131.153
8540.771, 97.308, -131.164
8541.138, 97.313, -131.182
8541.504, 97.316, -131.200
8541.870, 97.319, -131.211
8542.236, 97.322, -131.213
8542.603, 97.326, -131.210
8542.969, 97.331, -131.210
8543.335, 97.336, -131.217
8543.701, 97.341, -131.230
8544.067, 97.346, -131.244
8544.434, 97.349, -131.254
8544.800, 97.353, -131.260
8545.166, 97.357, -131.265
8545.532, 97.362, -131.273
8545.898, 97.366, -131.286
8546.265, 97.370, -131.300
8546.631, 97.373, -131.311
8546.997, 97.377, -131.317
8547.363, 97.381, -131.320
8547.729, 97.386, -131.327
8548.096, 97.391, -131.341
8548.462, 97.396, -131.362
8548.828, 97.400, -131.383
8549.194, 97.403, -131.400
8549.561, 97.406, -131.408
8549.927, 97.410, -131.413
8550.293, 97.415, -131.419
8550.659, 97.420, -131.431
8551.025, 97.425, -131.448
8551.392, 97.429, -131.467
8551.758, 97.433, -131.482
8552.124, 97.436, -131.492
8552.490, 97.440, -131.498
8552.856, 97.444, -131.504
8553.223, 97.449, -131.511
8553.589, 97.453, -131.519
8553.955, 97.458, -131.526
8554.321, 97.462, -131.533
8554.688, 97.467, -131.542
8555.054, 97.472, -131.554
8555.420, 97.476, -131.569
8555.786, 97.480, -131.584
8556.152, 97.483, -131.595
8556.519, 97.486, -131.600
8556.885, 97.490, -131.601
8557.251, 97.495, -131.603
8557.617, 97.500, -131.611
8557.983, 97.506, -131.627
8558.350, 97.511, -131.649
8558.716, 97.515, -131.671
8559.082, 97.518, -131.690
8559.448, 97.521, -131.702
8559.814, 97.525, -131.709
8560.181, 97.529, -131.713
8560.547, 97.534, -131.717
8560.913, 97.539, -131.726
8561.279, 97.545, -131.738
8561.646, 97.550, -131.752
8562.012, 97.555, -131.768
8562.378, 97.559, -131.782
8562.744, 97.563, -131.792
8563.110, 97.567, -131.801
8563.477, 97.571, -131.808
8563.843, 97.576, -131.817
8564.209, 97.581, -131.830
8564.575, 97.585, -131.845
8564.941, 97.589, -131.860
8565.308, 97.592, -131.872
8565.674, 97.595, -131.880
8566.040, 97.599, -131.885
8566.406, 97.603, -131.890
8566.772, 97.607, -131.898
8567.139, 97.612, -131.910
8567.505, 97.616, -131.924
8567.871, 97.621, -131.939
8568.237, 97.625, -131.955
8568.604, 97.629, -131.973
8568.970, 97.633, -131.991
8569.336, 97.637, -132.008
8569.702, 97.641, -132.023
8570.068, 97.645, -132.035
8570.435, 97.649, -132.044
8570.801, 97.654, -132.057
8571.167, 97.660, -132.075
8571.533, 97.665, -132.097
8571.899, 97.669, -132.118
8572.266, 97.672, -132.134
8572.632, 97.675, -132.142
8572.998, 97.679, -132.145
8573.364, 97.684, -132.150
8573.730, 97.690, -132.160
8574.097, 97.695, -132.176
8574.463, 97.700, -132.193
8574.829, 97.704, -132.207
8575.195, 97.708, -132.220
8575.562, 97.712, -132.231
8575.928, 97.715, -132.244
8576.294, 97.719, -132.254
8576.660, 97.721, -132.260
8577.026, 97.725, -132.258
8577.393, 97.730, -132.254
8577.759, 97.736, -132.256
8578.125, 97.743, -132.270
8578.491, 97.749, -132.297
8578.857, 97.753, -132.328
8579.224, 97.755, -132.351
8579.590, 97.757, -132.361
8579.956, 97.760, -132.359
8580.322, 97.765, -132.355
8580.688, 97.771, -132.360
8581.055, 97.778, -132.378
8581.421, 97.783, -132.404
8581.787, 97.787, -132.431
8582.153, 97.790, -132.452
8582.520, 97.793, -132.466
8582.886, 97.796, -132.475
8583.252, 97.800, -132.483
8583.618, 97.805, -132.494
8583.984, 97.809, -132.506
8584.351, 97.814, -132.519
8584.717, 97.819, -132.533
8585.083, 97.823, -132.549
8585.449, 97.828, -132.567
8585.815, 97.832, -132.587
8586.182, 97.835, -132.605
8586.548, 97.838, -132.618
8586.914, 97.842, -132.625
8587.280, 97.846, -132.630
8587.646, 97.852, -132.639
8588.013, 97.857, -132.655
8588.379, 97.863, -132.677
8588.745, 97.867, -132.699
8589.111, 97.870, -132.715
8589.478, 97.873, -132.723
8589.844, 97.878, -132.724
8590.210, 97.884, -132.729
8590.576, 97.890, -132.742
8590.942, 97.897, -132.766
8591.309, 97.902, -132.796
8591.675, 97.905, -132.824
8592.041, 97.908, -132.844
8592.407, 97.910, -132.853
8592.773, 97.913, -132.857
8593.140, 97.918, -132.860
8593.506, 97.923, -132.866
8593.872, 97.928, -132.876
8594.238, 97.932, -132.890
8594.604, 97.937, -132.905
8594.971, 97.941, -132.921
8595.337, 97.945, -132.937
8595.703, 97.949, -132.955
8596.069, 97.953, -132.972
8596.436, 97.956, -132.987
8596.802, 97.959, -132.999
8597.168, 97.962, -133.007
8597.534, 97.966, -133.013
8597.900, 97.970, -133.018
8598.267, 97.976, -133.025
8598.633, 97.981, -133.037
8598.999, 97.987, -133.055
8599.365, 97.993, -133.077
8599.731, 97.998, -133.101
8600.098, 98.002, -133.124
8600.464, 98.006, -133.144
8600.830, 98.011, -133.162
8601.196, 98.015, -133.180
8601.562, 98.019, -133.197
8601.929, 98.023, -133.213
8602.295, 98.028, -133.228
8602.661, 98.032, -133.241
8603.027, 98.037, -133.254
8603.394, 98.041, -133.269
8603.760, 98.046, -133.286
8604.126, 98.050, -133.302
8604.492, 98.053, -133.315
8604.858, 98.057, -133.324
8605.225, 98.061, -133.330
8605.591, 98.066, -133.337
8605.957, 98.071, -133.346
8606.323, 98.076, -133.361
8606.689, 98.081, -133.381
8607.056, 98.086, -133.402
8607.422, 98.089, -133.424
8607.788, 98.092, -133.442
8608.154, 98.096, -133.455
8608.521, 98.099, -133.465
8608.887, 98.104, -133.475
8609.253, 98.110, -133.489
8609.619, 98.115, -133.512
8609.985, 98.120, -133.540
8610.352, 98.123, -133.568
8610.718, 98.126, -133.589
8611.084, 98.128, -133.599
8611.450, 98.132, -133.602
8611.816, 98.137, -133.606
8612.183, 98.144, -133.618
8612.549, 98.150, -133.641
8612.915, 98.155, -133.668
8613.281, 98.159, -133.692
8613.647, 98.162, -133.707
8614.014, 98.166, -133.715
8614.380, 98.171, -133.723
8614.746, 98.177, -133.736
8615.112, 98.182, -133.754
8615.479, 98.187, -133.775
8615.845, 98.191, -133.794
8616.211, 98.195, -133.808
8616.577, 98.199, -133.820
8616.943, 98.203, -133.831
8617.310, 98.208, -133.844
8617.676, 98.213, -133.858
8618.042, 98.218, -133.873
8618.408, 98.223, -133.891
8618.774, 98.228, -133.913
8619.141, 98.232, -133.937
8619.507, 98.236, -133.960
8619.873, 98.239, -133.979
8620.239, 98.242, -133.992
8620.605, 98.246, -134.002
8620.972, 98.250, -134.012
8621.338, 98.256, -134.027
8621.704, 98.261, -134.045
8622.070, 98.265, -134.065
8622.437, 98.269, -134.083
8622.803, 98.273, -134.097
8623.169, 98.277, -134.111
8623.535, 98.282, -134.129
8623.901, 98.286, -134.149
8624.268, 98.290, -134.170
8624.634, 98.293, -134.186
8625.000, 98.296, -134.197
8625.366, 98.300, -134.204
8625.732, 98.305, -134.211
8626.099, 98.310, -134.221
8626.465, 98.316, -134.237
8626.831, 98.321, -134.257
8627.197, 98.326, -134.278
8627.563, 98.331, -134.300
8627.930, 98.336, -134.322
8628.296, 98.340, -134.343
8628.662, 98.345, -134.362
8629.028, 98.350, -134.381
8629.395, 98.355, -134.401
8629.761, 98.360, -134.424
8630.127, 98.365, -134.449
8630.493, 98.369, -134.474
8630.859, 98.372, -134.494
8631.226, 98.376, -134.509
8631.592, 98.381, -134.521
8631.958, 98.386, -134.535
8632.324, 98.391, -134.556
8632.690, 98.395, -134.580
8633.057, 98.399, -134.602
8633.423, 98.401, -134.616
8633.789, 98.405, -134.621
8634.155, 98.410, -134.624
8634.521, 98.416, -134.633
8634.888, 98.422, -134.653
8635.254, 98.427, -134.681
8635.620, 98.430, -134.708
8635.986, 98.433, -134.727
8636.353, 98.436, -134.738
8636.719, 98.440, -134.748
8637.085, 98.445, -134.762
8637.451, 98.450, -134.786
8637.817, 98.454, -134.814
8638.184, 98.457, -134.841
8638.550, 98.460, -134.860
8638.916, 98.463, -134.873
8639.282, 98.467, -134.883
8639.648, 98.472, -134.896
8640.015, 98.476, -134.913
8640.381, 98.481, -134.932
8640.747, 98.486, -134.949
8641.113, 98.490, -134.963
8641.479, 98.496, -134.977
8641.846, 98.502, -134.996
8642.212, 98.507, -135.020
8642.578, 98.512, -135.047
8642.944, 98.516, -135.075
8643.311, 98.520, -135.099
8643.677, 98.523, -135.116
8644.043, 98.526, -135.128
8644.409, 98.530, -135.135
8644.775, 98.534, -135.142
8645.142, 98.540, -135.151
8645.508, 98.546, -135.168
8645.874, 98.552, -135.193
8646.240, 98.557, -135.223
8646.606, 98.561, -135.253
8646.973, 98.564, -135.277
8647.339, 98.567, -135.292
8647.705, 98.570, -135.301
8648.071, 98.576, -135.310
8648.438, 98.582, -135.325
8648.804, 98.588, -135.348
8649.170, 98.594, -135.376
8649.536, 98.599, -135.406
8649.902, 98.603, -135.435
8650.269, 98.607, -135.461
8650.635, 98.611, -135.485
8651.001, 98.614, -135.505
8651.367, 98.618, -135.520
8651.733, 98.622, -135.531
8652.100, 98.627, -135.544
8652.466, 98.633, -135.561
8652.832, 98.638, -135.585
8653.198, 98.643, -135.611
8653.564, 98.646, -135.634
8653.931, 98.649, -135.649
8654.297, 98.652, -135.658
8654.663, 98.657, -135.668
8655.029, 98.662, -135.683
8655.396, 98.667, -135.706
8655.762, 98.671, -135.733
8656.128, 98.674, -135.757
8656.494, 98.677, -135.777
8656.860, 98.681, -135.794
8657.227, 98.685, -135.811
8657.593, 98.689, -135.830
8657.959, 98.693, -135.850
8658.325, 98.697, -135.869
8658.691, 98.702, -135.889
8659.058, 98.707, -135.911
8659.424, 98.712, -135.937
8659.790, 98.716, -135.964
8660.156, 98.720, -135.989
8660.522, 98.724, -136.009
8660.889, 98.729, -136.024
8661.255, 98.735, -136.040
8661.621, 98.741, -136.062
8661.987, 98.746, -136.090
8662.354, 98.751, -136.120
8662.720, 98.755, -136.144
8663.086, 98.758, -136.161
8663.452, 98.762, -136.171
8663.818, 98.768, -136.182
8664.185, 98.774, -136.202
8664.551, 98.780, -136.229
8664.917, 98.784, -136.261
8665.283, 98.787, -136.288
8665.649, 98.789, -136.305
8666.016, 98.792, -136.314
8666.382, 98.796, -136.320
8666.748, 98.802, -136.331
8667.114, 98.808, -136.351
8667.480, 98.813, -136.380
8667.847, 98.818, -136.412
8668.213, 98.821, -136.442
8668.579, 98.823, -136.465
8668.945, 98.826, -136.480
8669.312, 98.831, -136.493
8669.678, 98.836, -136.507
8670.044, 98.842, -136.527
8670.410, 98.847, -136.554
8670.776, 98.852, -136.584
8671.143, 98.857, -136.613
8671.509, 98.861, -136.638
8671.875, 98.865, -136.660
8672.241, 98.870, -136.680
8672.607, 98.875, -136.702
8672.974, 98.880, -136.727
8673.340, 98.884, -136.753
8673.706, 98.888, -136.778
8674.072, 98.892, -136.801
8674.438, 98.896, -136.822
8674.805, 98.901, -136.842
8675.171, 98.905, -136.864
8675.537, 98.909, -136.885
8675.903, 98.912, -136.905
8676.270, 98.916, -136.922
8676.636, 98.920, -136.936
8677.002, 98.925, -136.951
8677.368, 98.931, -136.971
8677.734, 98.936, -136.996
8678.101, 98.941, -137.025
8678.467, 98.945, -137.052
8678.833, 98.949, -137.076
8679.199, 98.953, -137.099
8679.565, 98.957, -137.122
8679.932, 98.961, -137.148
8680.298, 98.965, -137.175
8680.664, 98.968, -137.200
8681.030, 98.971, -137.217
8681.396, 98.975, -137.228
8681.763, 98.980, -137.237
8682.129, 98.986, -137.251
8682.495, 98.993, -137.274
8682.861, 98.998, -137.306
8683.228, 99.003, -137.340
8683.594, 99.007, -137.371
8683.960, 99.010, -137.395
8684.326, 99.013, -137.412
8684.692, 99.017, -137.426
8685.059, 99.023, -137.443
8685.425, 99.028, -137.466
8685.791, 99.033, -137.493
8686.157, 99.038, -137.521
8686.523, 99.043, -137.549
8686.890, 99.047, -137.576
8687.256, 99.051, -137.603
8687.622, 99.055, -137.631
8687.988, 99.059, -137.659
8688.354, 99.062, -137.683
8688.721, 99.065, -137.702
8689.087, 99.069, -137.716
8689.453, 99.073, -137.729
8689.819, 99.079, -137.746
8690.186, 99.085, -137.771
8690.552, 99.090, -137.801
8690.918, 99.095, -137.832
8691.284, 99.099, -137.860
8691.650, 99.103, -137.884
8692.017, 99.107, -137.906
8692.383, 99.111, -137.931
8692.749, 99.115, -137.957
8693.115, 99.119, -137.984
8693.481, 99.123, -138.007
8693.848, 99.126, -138.027
8694.214, 99.130, -138.046
8694.580, 99.135, -138.066
8694.946, 99.140, -138.087
8695.312, 99.144, -138.111
8695.679, 99.149, -138.136
8696.045, 99.154, -138.162
8696.411, 99.158, -138.189
8696.777, 99.162, -138.217
8697.144, 99.166, -138.245
8697.510, 99.170, -138.270
8697.876, 99.174, -138.291
8698.242, 99.178, -138.309
8698.608, 99.183, -138.327
8698.975, 99.188, -138.347
8699.341, 99.193, -138.372
8699.707, 99.199, -138.401
8700.073, 99.203, -138.430
8700.439, 99.208, -138.458
8700.806, 99.212, -138.484
8701.172, 99.216, -138.509
8701.538, 99.220, -138.533
8701.904, 99.225, -138.558
8702.271, 99.229, -138.585
8702.637, 99.233, -138.611
8703.003, 99.237, -138.637
8703.369, 99.241, -138.660
8703.735, 99.245, -138.682
8704.102, 99.249, -138.702
8704.468, 99.254, -138.723
8704.834, 99.259, -138.747
8705.200, 99.264, -138.775
8705.566, 99.268, -138.805
8705.933, 99.272, -138.835
8706.299, 99.276, -138.863
8706.665, 99.280, -138.888
8707.031, 99.284, -138.911
8707.397, 99.288, -138.933
8707.764, 99.293, -138.956
8708.130, 99.297, -138.981
8708.496, 99.302, -139.006
8708.862, 99.307, -139.030
8709.229, 99.311, -139.053
8709.595, 99.317, -139.076
8709.961, 99.322, -139.102
8710.327, 99.328, -139.134
8710.693, 99.333, -139.170
8711.060, 99.337, -139.206
8711.426, 99.340, -139.236
8711.792, 99.343, -139.259
8712.158, 99.347, -139.278
8712.524, 99.352, -139.298
8712.891, 99.357, -139.325
8713.257, 99.362, -139.356
8713.623, 99.365, -139.388
8713.989, 99.368, -139.413
8714.355, 99.371, -139.430
8714.722, 99.376, -139.444
8715.088, 99.381, -139.461
8715.454, 99.387, -139.488
8715.820, 99.393, -139.522
8716.187, 99.397, -139.559
8716.553, 99.400, -139.593
8716.919, 99.403, -139.621
8717.285, 99.407, -139.643
8717.651, 99.411, -139.665
8718.018, 99.415, -139.687
8718.384, 99.420, -139.711
8718.750, 99.424, -139.737
8719.116, 99.429, -139.766
8719.482, 99.434, -139.798
8719.849, 99.438, -139.832
8720.215, 99.441, -139.864
8720.581, 99.443, -139.890
8720.947, 99.446, -139.909
8721.313, 99.450, -139.923
8721.680, 99.456, -139.940
8722.046, 99.462, -139.965
8722.412, 99.468, -139.997
8722.778, 99.473, -140.034
8723.145, 99.477, -140.070
8723.511, 99.480, -140.102
8723.877, 99.484, -140.130
8724.243, 99.487, -140.156
8724.609, 99.491, -140.181
8724.976, 99.495, -140.206
8725.342, 99.500, -140.230
8725.708, 99.504, -140.254
8726.074, 99.509, -140.280
8726.440, 99.515, -140.309
8726.807, 99.519, -140.342
8727.173, 99.524, -140.374
8727.539, 99.527, -140.405
8727.905, 99.531, -140.431
8728.271, 99.536, -140.456
8728.638, 99.541, -140.482
8729.004, 99.546, -140.514
8729.370, 99.551, -140.551
8729.736, 99.554, -140.591
8730.103, 99.557, -140.628
8730.469, 99.559, -140.657
8730.835, 99.561, -140.677
8731.201, 99.565, -140.690
8731.567, 99.570, -140.703
8731.934, 99.576, -140.723
8732.300, 99.582, -140.754
8732.666, 99.588, -140.795
8733.032, 99.592, -140.838
8733.398, 99.595, -140.877
8733.765, 99.597, -140.907
8734.131, 99.600, -140.928
8734.497, 99.603, -140.945
8734.863, 99.608, -140.966
8735.229, 99.614, -140.992
8735.596, 99.619, -141.025
8735.962, 99.623, -141.060
8736.328, 99.627, -141.093
8736.694, 99.630, -141.121
8737.061, 99.634, -141.144
8737.427, 99.639, -141.165
8737.793, 99.644, -141.189
8738.159, 99.650, -141.220
8738.525, 99.656, -141.260
8738.892, 99.660, -141.304
8739.258, 99.663, -141.346
8739.624, 99.664, -141.378
8739.990, 99.666, -141.398
8740.356, 99.670, -141.412
8740.723, 99.675, -141.428
8741.089, 99.680, -141.452
8741.455, 99.686, -141.485
8741.821, 99.691, -141.521
8742.188, 99.694, -141.556
8742.554, 99.697, -141.584
8742.920, 99.701, -141.608
8743.286, 99.706, -141.634
8743.652, 99.711, -141.664
8744.019, 99.716, -141.698
8744.385, 99.720, -141.733
8744.751, 99.724, -141.766
8745.117, 99.728, -141.797
8745.483, 99.732, -141.827
8745.850, 99.736, -141.858
8746.216, 99.740, -141.891
8746.582, 99.744, -141.923
8746.948, 99.748, -141.954
8747.314, 99.752, -141.983
8747.681, 99.756, -142.012
8748.047, 99.761, -142.043
8748.413, 99.765, -142.077
8748.779, 99.769, -142.113
8749.146, 99.772, -142.146
8749.512, 99.776, -142.176
8749.878, 99.779, -142.203
8750.244, 99.784, -142.230
8750.610, 99.788, -142.258
8750.977, 99.793, -142.289
8751.343, 99.797, -142.322
8751.709, 99.801, -142.354
8752.075, 99.805, -142.384
8752.441, 99.809, -142.410
8752.808, 99.813, -142.436
8753.174, 99.818, -142.464
8753.540, 99.824, -142.498
8753.906, 99.828, -142.536
8754.272, 99.832, -142.574
8754.639, 99.836, -142.609
8755.005, 99.839, -142.637
8755.371, 99.843, -142.663
8755.737, 99.847, -142.689
8756.104, 99.852, -142.721
8756.470, 99.857, -142.757
8756.836, 99.860, -142.795
8757.202, 99.863, -142.827
8757.568, 99.866, -142.852
8757.935, 99.870, -142.871
8758.301, 99.875, -142.892
8758.667, 99.881, -142.921
8759.033, 99.887, -142.960
8759.399, 99.891, -143.005
8759.766, 99.894, -143.049
8760.132, 99.897, -143.086
8760.498, 99.899, -143.114
8760.864, 99.902, -143.137
8761.230, 99.907, -143.162
8761.597, 99.912, -143.193
8761.963, 99.917, -143.231
8762.329, 99.921, -143.272
8762.695, 99.924, -143.312
8763.062, 99.927, -143.347
8763.428, 99.929, -143.377
8763.794, 99.932, -143.402
8764.160, 99.936, -143.426
8764.526, 99.940, -143.450
8764.893, 99.945, -143.475
8765.259, 99.951, -143.504
8765.625, 99.956, -143.537
8765.991, 99.962, -143.575
8766.357, 99.967, -143.616
8766.724, 99.971, -143.658
8767.090, 99.974, -143.699
8767.456, 99.976, -143.734
8767.822, 99.979, -143.763
8768.188, 99.982, -143.788
8768.555, 99.986, -143.812
8768.921, 99.991, -143.839
8769.287, 99.997, -143.871
8769.653, 100.001, -143.910
8770.020, 100.005, -143.950
8770.386, 100.009, -143.989
8770.752, 100.011, -144.025
8771.118, 100.014, -144.058
8771.484, 100.018, -144.091
8771.851, 100.021, -144.123
8772.217, 100.024, -144.155
8772.583, 100.027, -144.185
8772.949, 100.031, -144.213
8773.315, 100.035, -144.240
8773.682, 100.040, -144.270
8774.048, 100.044, -144.305
8774.414, 100.049, -144.344
8774.780, 100.053, -144.383
8775.146, 100.056, -144.421
8775.513, 100.060, -144.454
8775.879, 100.064, -144.487
8776.245, 100.068, -144.520
8776.611, 100.072, -144.555
8776.978, 100.076, -144.590
8777.344, 100.080, -144.625
8777.710, 100.084, -144.658
8778.076, 100.088, -144.690
8778.442, 100.092, -144.723
8778.809, 100.096, -144.757
8779.175, 100.100, -144.789
8779.541, 100.104, -144.819
8779.907, 100.108, -144.847
8780.273, 100.114, -144.878
8780.640, 100.119, -144.915
8781.006, 100.124, -144.958
8781.372, 100.128, -145.003
8781.738, 100.131, -145.045
8782.104, 100.133, -145.081
8782.471, 100.136, -145.112
8782.837, 100.140, -145.144
8783.203, 100.144, -145.181
8783.569, 100.148, -145.222
8783.936, 100.151, -145.264
